,Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price,1hr Percent Change,2hr Percent Change,6hr Percent Change,12hr Percent Change,24hr Percent Change
36,2017-01-02 12:00:00,1024.84,1025.0,1021.7,1024.99,114.4,117189.17,1024.42,-0.66634796437,-0.0663421106547,-0.641957482512,-0.414638191592,-0.603908330813
37,2017-01-02 13:00:00,1024.99,1025.0,1005.3,1018.16,229.19,233164.57,1017.36,0.60403080066,0.866268562898,-1.68441109452,0.0834839317985,-0.31036379351
38,2017-01-02 14:00:00,1018.0,1024.54,1011.34,1024.31,177.62,181024.38,1019.19,0.260663275766,0.550614560045,-1.10611045484,-0.130819771358,-0.973338149584
39,2017-01-02 15:00:00,1024.31,1028.0,1015.05,1026.98,680.83,696591.15,1023.14,0.289197452725,-0.496601686498,-1.43917116205,-0.281407622349,-0.974702525852
40,2017-01-02 16:00:00,1026.98,1034.39,1023.2,1029.95,424.81,436991.33,1028.66,-0.783533181222,-1.12044273994,-1.56803728336,-0.736928977135,-1.17384339046
41,2017-01-02 17:00:00,1029.76,1030.0,1015.81,1021.88,367.93,377065.16,1024.83,-0.339570203938,-2.04231416605,-1.02066778878,-0.301405253063,-0.186910400438
42,2017-01-02 18:00:00,1021.87,1029.0,1018.0,1018.41,323.72,331117.84,1022.86,-1.70854567414,-0.533184081068,0.228788012686,-0.515509470645,0.544967154682
43,2017-01-02 19:00:00,1018.26,1019.58,997.2,1001.01,906.53,914015.86,1008.25,1.19579224983,1.11787095034,1.79818383433,1.83414751101,1.72226051688
44,2017-01-02 20:00:00,1001.02,1014.0,991.69,1012.98,957.64,958600.91,1001.0,-0.0770005330806,0.0809492783668,0.986199135225,-0.0947698868685,1.26754723687
45,2017-01-02 21:00:00,1012.99,1017.79,1006.6,1012.2,313.22,317201.45,1012.71,0.158071527366,-0.0740960284529,1.17466903774,-0.121517486663,1.21122307844
46,2017-01-02 22:00:00,1012.2,1019.67,1011.31,1013.8,260.83,264796.47,1015.2,-0.23180114421,0.684553166305,0.844347997633,0.112448214638,1.45393568751
47,2017-01-02 23:00:00,1015.05,1019.99,1011.45,1011.45,324.43,329463.37,1015.5,0.918483365465,0.747441791487,0.726679519502,0.827524840575,0.911562608137
48,2017-01-03 00:00:00,1011.52,1023.3,1009.29,1020.74,309.19,314081.54,1015.8,-0.169484883516,0.218468953896,-0.742598506966,-0.190058193076,1.54887630543
49,2017-01-03 01:00:00,1020.84,1022.99,1012.61,1019.01,243.25,247750.81,1018.51,0.388612476816,0.498523076319,0.0353284069832,-0.393519200008,1.96072658757
50,2017-01-03 02:00:00,1019.05,1023.0,1012.9,1022.97,132.01,134312.43,1017.43,0.109485126641,-0.0596302921884,-1.07041262207,-0.8436220026,1.81823513886
51,2017-01-03 03:00:00,1022.97,1029.85,1016.65,1024.09,415.08,424266.6,1022.14,-0.168930465096,-0.516556162056,-1.28113740003,-0.69525139392,2.21171967308
52,2017-01-03 04:00:00,1023.95,1024.1,1017.42,1022.36,297.68,304065.26,1021.46,-0.348213936382,-0.899878712,-0.725771743808,-0.440158065652,2.53041981298
53,2017-01-03 05:00:00,1021.86,1027.93,1015.03,1018.8,328.93,336290.48,1022.38,-0.55359246172,0.0559481743227,0.10011778563,0.114840989399,4.33451118963
54,2017-01-03 06:00:00,1018.65,1024.47,1011.5,1013.16,306.65,312550.26,1019.23,0.612933791306,-0.112519246713,0.55667416795,1.06597181097,4.87287299143
55,2017-01-03 07:00:00,1013.07,1019.37,1006.71,1019.37,220.81,223856.22,1013.81,-0.721033579564,-0.824038376644,-0.428696155469,-0.109871783553,4.27224658367
56,2017-01-03 08:00:00,1019.37,1019.8,1012.0,1012.02,170.57,173228.83,1015.58,-0.103752890259,0.288531847197,0.229244481334,1.36360941483,4.74200114622
57,2017-01-03 09:00:00,1012.03,1019.3,1010.0,1010.97,241.12,244286.68,1013.12,0.392692166929,0.87539689605,0.593489421051,1.33436204833,5.83894675411
58,2017-01-03 10:00:00,1011.04,1016.99,1009.08,1014.94,246.35,249487.22,1012.74,0.480816599996,0.380318048358,0.287701736063,1.33998068851,6.40924586675
59,2017-01-03 11:00:00,1014.94,1023.95,1014.48,1019.82,260.29,265267.82,1019.11,-0.100017650174,-0.47263242533,0.0147084779667,0.0833480418113,6.35406248161
60,2017-01-03 12:00:00,1019.96,1025.75,1017.0,1018.8,259.03,264327.83,1020.44,-0.372987828818,-0.437769925402,0.506478209658,1.74224577935,7.47055359246
61,2017-01-03 13:00:00,1018.94,1020.0,1013.5,1015.0,231.92,235878.92,1017.08,-0.0650246305419,0.194088669951,0.320197044335,2.36354679803,7.88078817734
62,2017-01-03 14:00:00,1016.37,1019.0,1013.26,1014.34,301.33,306097.1,1015.81,0.259281897589,0.347023680423,1.13177041229,2.68450420963,7.40087150265
63,2017-01-03 15:00:00,1013.65,1019.78,1010.3,1016.97,374.64,380495.12,1015.62,0.0875148726118,0.294993952624,0.736501568385,2.92732332321,6.94907421065
64,2017-01-03 16:00:00,1016.97,1018.56,1015.78,1017.86,277.89,282695.74,1017.28,0.207297663726,0.599296563378,1.0492602126,2.98371092292,8.42159039554
65,2017-01-03 17:00:00,1017.79,1019.99,1016.8,1019.97,293.81,299244.83,1018.5,0.391187976117,-0.168632410757,0.0686294694942,4.21482984794,11.4738668784
66,2017-01-03 18:00:00,1019.98,1026.43,1018.76,1023.96,443.81,453945.19,1022.84,-0.557638970272,0.181647720614,1.22954021641,3.76674870112,11.2357904606
67,2017-01-03 19:00:00,1023.96,1024.0,1014.0,1018.25,578.42,589840.39,1019.75,0.74343235944,0.609869874785,2.03682789099,4.38693837466,10.4463540388
68,2017-01-03 20:00:00,1018.25,1027.83,1018.25,1025.82,488.17,499652.48,1023.52,-0.132576865337,0.265153730674,1.53535708019,3.33294340138,6.2603575676
69,2017-01-03 21:00:00,1026.04,1028.51,1020.0,1024.46,565.01,579254.59,1025.2,0.398258594772,-0.369950998575,2.17480428714,4.44526872694,6.46779766902
70,2017-01-03 22:00:00,1024.33,1032.0,1022.86,1028.54,563.06,578408.86,1027.26,-0.765162268847,0.778773795866,1.91436405001,5.00223617944,10.4575417582
71,2017-01-03 23:00:00,1027.85,1036.99,1018.18,1020.67,1066.23,1098791.9,1030.54,1.55584077126,1.79489942881,4.14335681464,6.26549227468,10.7409838635
72,2017-01-04 00:00:00,1020.69,1039.33,1018.0,1036.55,710.68,731555.27,1029.38,0.235396266461,0.484298876079,2.50639139453,5.63021561912,5.21151898124
73,2017-01-04 01:00:00,1036.78,1040.0,1036.77,1038.99,210.61,218884.84,1039.28,0.248318078134,0.745916707572,2.30319829835,5.38984975794,7.82779430023
74,2017-01-04 02:00:00,1038.99,1047.99,1038.99,1041.57,787.4,821258.89,1043.01,0.496366062771,0.639419338115,1.77040429352,4.59306623655,8.15403669461
75,2017-01-04 03:00:00,1041.4,1047.82,1041.19,1046.74,646.38,676121.55,1046.01,0.142346714561,1.54957295986,2.22213730248,3.90736954736,8.89905802778
76,2017-01-04 04:00:00,1046.41,1054.97,1045.05,1048.23,712.39,747772.03,1049.66,1.40522595232,1.36420442079,3.02986939889,5.28032969863,9.40060864505
77,2017-01-04 05:00:00,1048.21,1065.0,1047.25,1062.96,924.69,978443.15,1058.13,-0.0404530744337,-0.0037630766915,2.03770602845,6.96545495597,9.41239557462
78,2017-01-04 06:00:00,1062.85,1063.0,1055.65,1062.53,340.18,360947.86,1061.05,0.0367048459808,-0.23716977403,3.0474433663,7.19791441183,8.97480541726
79,2017-01-04 07:00:00,1062.53,1065.0,1061.74,1062.92,271.12,288524.64,1064.19,-0.273774131637,0.66608963986,3.01716027547,5.80476423437,9.82952621082
80,2017-01-04 08:00:00,1062.87,1065.0,1057.85,1060.01,198.06,210308.16,1061.85,0.942443939208,1.88488787842,2.77355874001,2.83299214158,7.64143734493
81,2017-01-04 09:00:00,1060.0,1070.0,1058.09,1070.0,208.54,222050.16,1064.76,0.933644859813,1.36635514019,1.64859813084,1.93644859813,0.404672897196
82,2017-01-04 10:00:00,1070.0,1079.99,1069.99,1079.99,296.07,317705.98,1073.08,0.428707673219,1.3814942731,2.18427948407,5.1954184761,1.19630737322
83,2017-01-04 11:00:00,1079.99,1090.0,1075.18,1084.62,429.93,466134.48,1084.22,0.948719367152,0.95609522229,4.82934115174,4.21161328392,1.50928435766
84,2017-01-04 12:00:00,1084.63,1096.68,1075.15,1094.91,477.72,521631.63,1091.91,0.00730653661031,-0.502324391959,4.02772830644,-0.39637961111,-10.3835018403
85,2017-01-04 13:00:00,1094.75,1095.71,1080.01,1094.99,748.85,816307.91,1090.08,-0.50959369492,-0.671239006749,2.70596078503,2.31326313482,-11.4147161161
86,2017-01-04 14:00:00,1094.99,1095.66,1065.0,1089.41,829.34,900639.28,1085.97,-0.162473265345,1.30070405082,0.0578294673263,3.40459514783,-11.8789069313
87,2017-01-04 15:00:00,1089.41,1094.49,1085.51,1087.64,611.13,666314.68,1090.3,1.46555845684,4.53826633813,0.283181935199,4.80397925784,-8.47247250929
88,2017-01-04 16:00:00,1087.72,1107.75,1087.1,1103.58,817.24,897173.05,1097.81,3.02832599358,3.21046050128,2.94677322895,3.91362656083,-12.3923956578
89,2017-01-04 17:00:00,1103.58,1138.0,1100.01,1137.0,1297.16,1454306.01,1121.15,0.176781002639,-1.08883025506,-0.589270008795,2.28759894459,-14.0747581354
90,2017-01-04 18:00:00,1136.63,1147.0,1131.09,1139.01,842.36,959439.17,1138.99,-1.26337784567,-4.29934767912,-4.252816042,1.6575798281,-12.7013810239
91,2017-01-04 19:00:00,1139.01,1139.5,1110.01,1124.62,837.74,941268.96,1123.58,-3.07481638242,-3.01435151429,-0.382351372019,3.80395155697,-13.7290818232
92,2017-01-04 20:00:00,1123.67,1136.5,1090.01,1090.04,1258.5,1408272.09,1119.01,0.0623830318154,4.22553300796,3.34483138233,4.67597519357,-10.5555759422
93,2017-01-04 21:00:00,1092.41,1110.0,1067.0,1090.72,1216.11,1330695.82,1094.22,4.16055449611,3.62879565791,4.50803139211,-1.5026771307,-11.0798371718
94,2017-01-04 22:00:00,1090.71,1136.14,1090.5,1136.1,743.16,828650.87,1115.03,-0.510518440278,-4.00756975618,0.93917788927,-3.80160197166,-10.6513511135
95,2017-01-04 23:00:00,1135.01,1143.89,1120.34,1130.3,806.86,914873.23,1133.86,-3.51499601876,-0.882951428824,2.89392196762,-2.59311687163,-10.9086083341
96,2017-01-05 00:00:00,1131.1,1134.88,1080.0,1090.57,1125.13,1251389.86,1112.22,2.7279312653,3.29460740714,6.17291874891,-10.0268666844,-6.12248640619
97,2017-01-05 01:00:00,1090.89,1125.0,1076.12,1120.32,733.78,804184.99,1095.95,0.551628106255,1.74682233648,4.20237075121,-13.4175949729,-8.91620251357
98,2017-01-05 02:00:00,1121.21,1126.5,1110.0,1126.5,225.45,253020.89,1122.29,1.18863737239,1.7993786063,1.28806036396,-14.7802929427,-14.585885486
99,2017-01-05 03:00:00,1126.5,1139.9,1125.86,1139.89,399.15,453367.83,1135.83,0.603567010852,2.0282658853,-5.75143215573,-12.6678890068,-13.8513365325
100,2017-01-05 04:00:00,1139.88,1146.77,1139.01,1146.77,300.67,343552.13,1142.62,1.41615145147,0.969680057902,-4.69666977685,-15.6918998579,-14.9088308902
101,2017-01-05 05:00:00,1146.77,1175.0,1146.77,1163.01,606.74,705133.1,1162.17,-0.440236971307,0.377468809383,-5.33271425009,-15.9964230746,-15.5312508061
102,2017-01-05 06:00:00,1163.01,1174.9,1150.0,1157.89,670.45,779580.74,1162.78,0.82132154177,-1.45782414564,-15.2579260552,-14.1248305107,-15.0636070784
103,2017-01-05 07:00:00,1157.89,1172.13,1153.39,1167.4,645.33,750805.06,1163.44,-2.26057906459,-7.97241733767,-16.9093712524,-16.8905259551,-15.7906458797
104,2017-01-05 08:00:00,1167.37,1168.99,1131.05,1141.01,873.23,1002165.06,1147.65,-5.84394527655,-4.21556340435,-15.8640152146,-14.5511432853,-15.8254528882
105,2017-01-05 09:00:00,1141.01,1141.01,1035.52,1074.33,1464.65,1596979.88,1090.35,1.72944998278,2.48154663837,-7.33852726816,-9.7232693865,-13.130974654
106,2017-01-05 10:00:00,1074.32,1114.17,1070.0,1092.91,574.83,629939.44,1095.87,0.73931064772,-10.2195057233,-11.5370890558,-7.12043992643,-15.2162575143
107,2017-01-05 11:00:00,1092.88,1116.4,1089.82,1100.99,283.29,311735.19,1100.39,-10.878391266,-11.8974740915,-11.2644074878,-8.53686227849,-18.715882978
108,2017-01-05 12:00:00,1100.8,1100.8,965.0,981.22,1620.98,1664242.53,1026.69,-1.14347445017,-2.16261388883,1.33711094352,4.33949572981,-9.09276207171
109,2017-01-05 13:00:00,980.96,1000.0,880.0,970.0,2444.95,2300708.32,941.0,-1.03092783505,2.62783505155,0.0226804123711,5.19896907216,-6.59793814433
110,2017-01-05 14:00:00,964.01,972.99,940.06,960.0,1366.64,1308428.94,957.41,3.696875,0.710416666667,1.56041666667,0.228125,-5.27916666667
111,2017-01-05 15:00:00,960.0,1004.93,951.94,995.49,780.89,759296.37,972.34,-2.87998874926,-1.86039036053,-2.57360696742,-1.3551115531,-7.87150046711
112,2017-01-05 16:00:00,995.49,1008.9,946.51,966.82,1310.74,1285124.45,980.46,1.04983347469,2.84644504665,4.99265633727,0.92881818746,-6.3238244968
113,2017-01-05 17:00:00,965.64,977.0,958.55,976.97,793.89,770449.94,970.47,1.77794609865,-0.690911696367,3.07378936917,0.553752929977,-6.23253528768
114,2017-01-05 18:00:00,976.95,999.0,967.01,994.34,693.68,684348.33,986.55,-2.4257296297,-1.94702013396,2.96276927409,-1.09318744092,-11.0123297866
115,2017-01-05 19:00:00,994.34,996.45,955.77,970.22,714.7,696651.82,974.74,0.490610377028,-0.0360742924285,5.17511492239,1.32341118509,-7.90542351219
116,2017-01-05 20:00:00,970.0,980.71,960.0,974.98,519.19,504677.88,972.05,-0.524113315145,4.11393054216,-1.31182178096,-1.49131264231,-9.13044370141
117,2017-01-05 21:00:00,974.97,975.0,961.84,969.87,505.8,488970.08,966.73,4.66248053863,3.82834812913,1.25068308124,-3.77473269613,-7.25870477487
118,2017-01-05 22:00:00,969.88,1017.78,969.88,1015.09,1085.39,1073785.73,989.31,-0.79697366736,0.85805199539,-3.87059275532,-8.71646849048,-12.532878858
119,2017-01-05 23:00:00,1015.0,1023.48,982.0,1007.0,706.85,710592.97,1005.3,1.66832174777,1.33366434955,-2.4448857994,-11.1290963257,-11.0516385303
120,2017-01-06 00:00:00,1007.0,1027.59,1000.5,1023.8,351.61,356397.32,1013.6,-0.329165852706,-6.01777690955,-3.93924594647,-12.8736081266,-12.6684899394
121,2017-01-06 01:00:00,1024.25,1033.85,1017.75,1020.43,392.51,402530.85,1025.52,-5.70739786169,-3.76605940633,-3.66218162931,-11.2139000225,-13.9578413022
122,2017-01-06 02:00:00,1020.72,1023.0,960.1,962.19,908.34,901347.26,992.3,2.05884492668,1.4144815473,-0.181876760307,-5.49475675282,-11.2555732236
123,2017-01-06 03:00:00,962.18,986.98,960.1,982.0,425.61,413802.22,972.27,-0.631364562118,0.0386965376782,-4.9633401222,-6.60590631365,-14.7912423625
124,2017-01-06 04:00:00,981.99,984.4,974.28,975.8,201.92,198036.52,980.77,0.674318507891,0.786021725763,-5.04099200656,-7.18589874974,-13.3193277311
125,2017-01-06 05:00:00,975.98,988.5,970.9,982.38,332.23,327043.69,984.38,0.110955027586,0.0692196502372,-8.90185060771,-6.74891589812,-15.3728699689
126,2017-01-06 06:00:00,984.03,987.36,972.58,983.47,210.9,206935.66,981.18,-0.041689121173,-2.34170844052,-9.30074125291,-10.0287756617,-13.409661708
127,2017-01-06 07:00:00,983.31,988.5,981.28,983.06,208.52,205356.1,984.82,-2.3009785771,-5.06581490448,-7.83878908714,-9.10829450898,-14.2473501109
128,2017-01-06 08:00:00,984.38,985.37,955.0,960.44,501.88,484294.1,964.96,-2.82995293824,-3.5223439257,-5.32256049311,-7.7547790596,-14.3663320978
129,2017-01-06 09:00:00,960.5,969.14,904.71,933.26,1158.32,1082315.86,934.38,-0.712555986542,-4.10710841566,-1.72835008465,-3.62064162184,-3.83065812314
130,2017-01-06 10:00:00,933.26,944.18,910.0,926.61,558.75,517440.72,926.07,-3.41891410626,-3.73512049298,-2.25877121982,-4.18083120191,-4.49056237252
131,2017-01-06 11:00:00,926.61,929.04,876.0,894.93,1101.96,984216.17,893.15,-0.327399908373,1.2369682545,2.36331333177,0.0871576547887,-1.75097493659
132,2017-01-06 12:00:00,894.94,900.95,875.01,892.0,749.18,665865.99,888.8,1.56950672646,1.94170403587,-0.80269058296,0.235426008969,-0.357623318386
133,2017-01-06 13:00:00,892.0,913.07,885.87,906.0,828.85,745146.38,899.02,0.366445916115,1.22847682119,-1.37748344371,-3.09050772627,-2.83002207506
134,2017-01-06 14:00:00,904.7,911.17,882.26,909.32,711.76,639995.94,899.18,0.858883561343,-0.400299124621,-2.56895262394,-6.09576386751,-1.37245414156
135,2017-01-06 15:00:00,909.35,922.79,905.0,917.13,700.11,640245.08,914.49,-1.24845986938,-0.114487586275,-1.92557216534,-8.76429731881,-2.7411599228
136,2017-01-06 16:00:00,917.02,919.99,895.63,905.68,686.97,626558.68,912.06,1.14830845332,-2.30103347761,-1.96647822631,-6.60829432029,-0.62715307835
137,2017-01-06 17:00:00,903.1,917.24,901.91,916.08,490.92,446776.78,910.07,-3.41018251681,-2.46266701598,-2.22360492533,-9.24810060257,-1.10252379705
138,2017-01-06 18:00:00,916.1,916.26,880.46,884.84,985.3,883303.81,896.48,0.980968310655,0.126576556214,1.04651688441,-3.75774151259,1.62289227431
139,2017-01-06 19:00:00,884.98,908.03,881.61,893.52,646.74,577999.11,893.71,-0.846091861402,0.665905631659,-1.73695048796,-5.65404243889,0.393947533351
140,2017-01-06 20:00:00,893.53,893.63,880.0,885.96,549.39,486439.36,885.41,1.524899544,0.215585353741,-3.61980224841,-7.16736647253,1.65470224389
141,2017-01-06 21:00:00,886.13,911.14,885.0,899.47,614.31,553130.29,900.41,-1.28964834847,-0.418023947436,-6.97299520829,-0.217906100259,-0.186776657365
142,2017-01-06 22:00:00,899.69,899.69,885.1,887.87,488.17,435072.43,891.23,0.88301215268,0.701679299898,-4.73492741054,-0.323245520178,1.75476139525
143,2017-01-06 23:00:00,890.1,897.32,881.0,895.71,469.99,418262.54,889.94,-0.179745676614,-1.97720244275,-7.18424490069,-1.83653191323,1.48373915665
144,2017-01-07 00:00:00,895.78,905.0,892.11,894.1,274.77,246932.64,898.7,-1.80069343474,-4.49725981434,-4.75450173359,-0.591656414271,0.814226596578
145,2017-01-07 01:00:00,894.1,905.21,878.0,878.0,543.26,484183.07,891.25,-2.74601366743,-4.69817767654,-3.98633257403,0.268792710706,3.18792710706
146,2017-01-07 02:00:00,878.0,879.0,802.07,853.89,2313.55,1954423.12,844.77,-2.00728431063,-0.943915492628,-3.68080197684,5.02992188689,8.91215496141
147,2017-01-07 03:00:00,853.84,857.43,815.36,836.75,843.59,704265.95,834.84,1.08515088139,-0.644158948312,7.26142814461,6.60173289513,11.4060352555
148,2017-01-07 04:00:00,836.76,845.85,818.09,845.83,866.61,722894.12,834.16,-1.71074565811,0.680987905371,4.63095421066,6.40436021423,12.0768948843
149,2017-01-07 05:00:00,845.84,868.09,831.36,831.36,496.82,422275.33,849.95,2.43336220169,1.40011547344,5.76164357198,8.9756543495,13.5729407236
150,2017-01-07 06:00:00,835.01,858.24,835.01,851.59,279.64,236853.78,847.01,-1.00870137038,-3.42066017685,4.37064784697,5.59071853826,11.3059101211
151,2017-01-07 07:00:00,849.55,853.07,835.21,843.0,229.24,193333.74,843.36,-2.43653618031,6.46619217082,4.43179122183,6.41043890866,10.3143534994
152,2017-01-07 08:00:00,844.26,846.72,822.46,822.46,377.54,314479.12,832.97,9.12506383289,7.60401721664,9.0436009046,9.5031977239,13.8328915692
153,2017-01-07 09:00:00,826.38,900.0,822.66,897.51,346.45,297390.36,858.39,-1.39385633586,-2.03340352754,-0.615034929973,0.0311974239841,4.39883678176
154,2017-01-07 10:00:00,897.51,897.51,875.52,885.0,233.94,206231.1,881.54,-0.648587570621,0.430508474576,1.69491525424,2.08474576271,5.97627118644
155,2017-01-07 11:00:00,885.0,885.8,876.0,879.26,130.89,115603.17,883.19,1.08614061825,0.125105202102,3.03891909105,3.38238973682,4.07501762846
156,2017-01-07 12:00:00,879.26,898.11,879.0,888.81,304.89,270650.46,887.69,-0.950709375457,0.903455181647,1.16897874686,1.41425051473,3.38430035666
157,2017-01-07 13:00:00,888.81,889.8,860.21,880.36,264.87,231616.31,874.46,1.87196147031,1.32105047935,1.89467944932,2.91130900995,5.35689945022
158,2017-01-07 14:00:00,880.46,896.84,872.85,896.84,238.03,211687.27,889.33,-0.540787654431,0.352348244949,0.421479862629,3.69631149369,3.47330627537
159,2017-01-07 15:00:00,896.84,896.84,889.0,891.99,288.56,257079.72,890.92,0.897992129957,1.56840323322,0.650231504837,4.5067769818,2.98321730064
160,2017-01-07 16:00:00,891.99,908.22,891.98,900.0,863.88,778223.34,900.84,0.664444444444,-0.0888888888889,0.383333333333,5.33111111111,0.854444444444
161,2017-01-07 17:00:00,900.0,905.99,899.99,905.98,345.16,311887.05,903.61,-0.748360890969,-0.986776750039,0.333340691848,4.21863617298,0.885229254509
162,2017-01-07 18:00:00,905.98,910.0,885.9,899.2,501.88,451355.86,899.32,-0.240213523132,0.157918149466,0.24243772242,5.41258896797,1.65258007117
163,2017-01-07 19:00:00,899.21,904.99,895.0,897.04,259.33,233851.38,901.74,0.399090341568,0.083608311781,0.99772585392,3.66873272095,1.85610452154
