Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price,Percent Change
2017-01-05 07:00:00,1157.89,1172.13,1153.39,1167.4,645.33,750805.06,1163.44,0.8213215417699429
2017-01-05 08:00:00,1167.37,1168.99,1131.05,1141.01,873.23,1002165.06,1147.65,-2.2605790645879815
2017-01-05 09:00:00,1141.01,1141.01,1035.52,1074.33,1464.65,1596979.88,1090.35,-5.843945276553235
2017-01-05 10:00:00,1074.32,1114.17,1070.0,1092.91,574.83,629939.44,1095.87,1.7294499827799796
2017-01-05 11:00:00,1092.88,1116.4,1089.82,1100.99,283.29,311735.19,1100.39,0.7393106477202995
2017-01-05 12:00:00,1100.8,1100.8,965.0,981.22,1620.98,1664242.53,1026.69,-10.878391266042378
2017-01-05 13:00:00,980.96,1000.0,880.0,970.0,2444.95,2300708.32,941.0,-1.1434744501742755
2017-01-05 14:00:00,964.01,972.99,940.06,960.0,1366.64,1308428.94,957.41,-1.0309278350515463
2017-01-05 15:00:00,960.0,1004.93,951.94,995.49,780.89,759296.37,972.34,3.696875000000001
2017-01-05 16:00:00,995.49,1008.9,946.51,966.82,1310.74,1285124.45,980.46,-2.8799887492591547
2017-01-05 17:00:00,965.64,977.0,958.55,976.97,793.89,770449.94,970.47,1.0498334746902191
2017-01-05 18:00:00,976.95,999.0,967.01,994.34,693.68,684348.33,986.55,1.777946098651955
2017-01-05 19:00:00,994.34,996.45,955.77,970.22,714.7,696651.82,974.74,-2.4257296297041258
2017-01-05 20:00:00,970.0,980.71,960.0,974.98,519.19,504677.88,972.05,0.4906103770278896
2017-01-05 21:00:00,974.97,975.0,961.84,969.87,505.8,488970.08,966.73,-0.5241133151449274
2017-01-05 22:00:00,969.88,1017.78,969.88,1015.09,1085.39,1073785.73,989.31,4.662480538628891
2017-01-05 23:00:00,1015.0,1023.48,982.0,1007.0,706.85,710592.97,1005.3,-0.7969736673595476
2017-01-06 00:00:00,1007.0,1027.59,1000.5,1023.8,351.61,356397.32,1013.6,1.6683217477656358
2017-01-06 01:00:00,1024.25,1033.85,1017.75,1020.43,392.51,402530.85,1025.52,-0.329165852705607
2017-01-06 02:00:00,1020.72,1023.0,960.1,962.19,908.34,901347.26,992.3,-5.70739786168575
2017-01-06 03:00:00,962.18,986.98,960.1,982.0,425.61,413802.22,972.27,2.0588449266776774
2017-01-06 04:00:00,981.99,984.4,974.28,975.8,201.92,198036.52,980.77,-0.631364562118131
2017-01-06 05:00:00,975.98,988.5,970.9,982.38,332.23,327043.69,984.38,0.6743185078909655
2017-01-06 06:00:00,984.03,987.36,972.58,983.47,210.9,206935.66,981.18,0.11095502758606973
2017-01-06 07:00:00,983.31,988.5,981.28,983.06,208.52,205356.1,984.82,-0.04168912117299784
2017-01-06 08:00:00,984.38,985.37,955.0,960.44,501.88,484294.1,964.96,-2.300978577095995
2017-01-06 09:00:00,960.5,969.14,904.71,933.26,1158.32,1082315.86,934.38,-2.829952938236648
2017-01-06 10:00:00,933.26,944.18,910.0,926.61,558.75,517440.72,926.07,-0.7125559865417973
2017-01-06 11:00:00,926.61,929.04,876.0,894.93,1101.96,984216.17,893.15,-3.4189141062583035
2017-01-06 12:00:00,894.94,900.95,875.01,892.0,749.18,665865.99,888.8,-0.3273999083727163
2017-01-06 13:00:00,892.0,913.07,885.87,906.0,828.85,745146.38,899.02,1.5695067264573992
2017-01-06 14:00:00,904.7,911.17,882.26,909.32,711.76,639995.94,899.18,0.3664459161147958
2017-01-06 15:00:00,909.35,922.79,905.0,917.13,700.11,640245.08,914.49,0.8588835613425357
2017-01-06 16:00:00,917.02,919.99,895.63,905.68,686.97,626558.68,912.06,-1.2484598693751208
2017-01-06 17:00:00,903.1,917.24,901.91,916.08,490.92,446776.78,910.07,1.1483084533168548
2017-01-06 18:00:00,916.1,916.26,880.46,884.84,985.3,883303.81,896.48,-3.41018251681076
2017-01-06 19:00:00,884.98,908.03,881.61,893.52,646.74,577999.11,893.71,0.980968310655028
2017-01-06 20:00:00,893.53,893.63,880.0,885.96,549.39,486439.36,885.41,-0.8460918614020889
2017-01-06 21:00:00,886.13,911.14,885.0,899.47,614.31,553130.29,900.41,1.5248995439974706
2017-01-06 22:00:00,899.69,899.69,885.1,887.87,488.17,435072.43,891.23,-1.2896483484718804
2017-01-06 23:00:00,890.1,897.32,881.0,895.71,469.99,418262.54,889.94,0.8830121526800131
2017-01-07 00:00:00,895.78,905.0,892.11,894.1,274.77,246932.64,898.7,-0.1797456766140842
2017-01-07 01:00:00,894.1,905.21,878.0,878.0,543.26,484183.07,891.25,-1.8006934347388461
2017-01-07 02:00:00,878.0,879.0,802.07,853.89,2313.55,1954423.12,844.77,-2.7460136674259696
2017-01-07 03:00:00,853.84,857.43,815.36,836.75,843.59,704265.95,834.84,-2.0072843106254887
2017-01-07 04:00:00,836.76,845.85,818.09,845.83,866.61,722894.12,834.16,1.085150881386321
2017-01-07 05:00:00,845.84,868.09,831.36,831.36,496.82,422275.33,849.95,-1.7107456581109708
2017-01-07 06:00:00,835.01,858.24,835.01,851.59,279.64,236853.78,847.01,2.4333622016936127
2017-01-07 07:00:00,849.55,853.07,835.21,843.0,229.24,193333.74,843.36,-1.0087013703777676
2017-01-07 08:00:00,844.26,846.72,822.46,822.46,377.54,314479.12,832.97,-2.4365361803084182
2017-01-07 09:00:00,826.38,900.0,822.66,897.51,346.45,297390.36,858.39,9.125063832891563
2017-01-07 10:00:00,897.51,897.51,875.52,885.0,233.94,206231.1,881.54,-1.3938563358625522
2017-01-07 11:00:00,885.0,885.8,876.0,879.26,130.89,115603.17,883.19,-0.64858757062147
2017-01-07 12:00:00,879.26,898.11,879.0,888.81,304.89,270650.46,887.69,1.0861406182471574
2017-01-07 13:00:00,888.81,889.8,860.21,880.36,264.87,231616.31,874.46,-0.9507093754570641
2017-01-07 14:00:00,880.46,896.84,872.85,896.84,238.03,211687.27,889.33,1.8719614703076033
2017-01-07 15:00:00,896.84,896.84,889.0,891.99,288.56,257079.72,890.92,-0.5407876544311162
2017-01-07 16:00:00,891.99,908.22,891.98,900.0,863.88,778223.34,900.84,0.8979921299566129
2017-01-07 17:00:00,900.0,905.99,899.99,905.98,345.16,311887.05,903.61,0.6644444444444465
2017-01-07 18:00:00,905.98,910.0,885.9,899.2,501.88,451355.86,899.32,-0.7483608909688925
2017-01-07 19:00:00,899.21,904.99,895.0,897.04,259.33,233851.38,901.74,-0.2402135231316817
2017-01-07 20:00:00,897.79,903.91,895.0,900.62,222.63,200370.9,900.03,0.39909034156782763
2017-01-07 21:00:00,900.09,900.83,895.0,897.79,294.29,264133.42,897.52,-0.3142279762830096
2017-01-07 22:00:00,897.79,910.0,897.78,903.45,338.01,305220.06,902.98,0.630436961873053
2017-01-07 23:00:00,903.44,909.0,899.16,909.0,359.34,324969.13,904.36,0.6143118047484591
2017-01-08 00:00:00,908.99,910.0,899.16,901.38,262.21,237495.41,905.76,-0.8382838283828388
2017-01-08 01:00:00,902.57,905.99,901.0,905.99,167.64,151637.86,904.56,0.5114380172624213
2017-01-08 02:00:00,905.99,930.0,903.99,929.99,405.72,371728.59,916.21,2.6490358613229725
2017-01-08 03:00:00,929.98,932.23,920.07,932.19,345.31,320425.97,927.94,0.23656168345896683
2017-01-08 04:00:00,932.16,948.0,927.95,947.98,341.44,321093.07,940.41,1.6938606936354135
2017-01-08 05:00:00,947.98,953.8,931.65,944.2,437.6,413809.68,945.63,-0.3987425895061048
2017-01-08 06:00:00,942.52,952.59,938.84,947.87,193.71,183157.43,945.5,0.3886888371107773
2017-01-08 07:00:00,947.75,948.2,914.57,929.95,267.11,250123.79,936.39,-1.890554611919352
2017-01-08 08:00:00,929.95,938.97,927.78,936.23,131.77,122968.03,933.22,0.6753051239313912
2017-01-08 09:00:00,936.22,943.26,934.38,936.99,70.74,66381.59,938.44,0.0811766339467856
2017-01-08 10:00:00,937.64,939.26,930.99,937.89,84.54,79171.95,936.47,0.09605225242531694
2017-01-08 11:00:00,937.89,940.05,913.18,915.09,92.05,85188.22,925.51,-2.430988708697177
2017-01-08 12:00:00,915.09,924.31,914.14,918.89,79.72,73429.29,921.04,0.4152597012315679
2017-01-08 13:00:00,918.88,943.84,916.24,927.52,167.61,156310.71,932.57,0.939176615264068
2017-01-08 14:00:00,927.51,933.73,922.4,927.99,223.13,207136.34,928.31,0.05067276177333398
2017-01-08 15:00:00,927.99,928.99,906.5,918.6,272.68,249649.33,915.55,-1.0118643519865502
2017-01-08 16:00:00,918.0,918.57,905.0,907.69,250.65,228452.11,911.42,-1.187676899629868
2017-01-08 17:00:00,908.07,914.0,899.5,914.0,399.5,362387.7,907.11,0.6951712589099742
2017-01-08 18:00:00,914.0,917.95,913.51,914.06,136.08,124632.25,915.91,0.0065645514223135045
2017-01-08 19:00:00,914.06,915.0,908.99,913.69,151.47,138224.51,912.56,-0.04047874318971302
2017-01-08 20:00:00,913.0,917.99,910.0,917.99,213.08,195028.81,915.28,0.4706191377819561
2017-01-08 21:00:00,917.99,923.84,917.8,919.78,180.47,166069.24,920.23,0.19499123084129058
2017-01-08 22:00:00,919.88,923.53,915.01,919.99,184.84,169990.79,919.64,0.022831546674208655
2017-01-08 23:00:00,919.98,923.33,911.0,923.33,350.93,322312.53,918.45,0.36304742442852983
2017-01-09 00:00:00,922.04,923.58,901.0,904.01,363.96,331196.81,909.97,-2.0924263264488374
2017-01-09 01:00:00,904.0,908.43,887.8,891.14,479.52,429461.89,895.61,-1.423656817955554
2017-01-09 02:00:00,891.1,904.41,887.73,898.99,317.11,284604.27,897.49,0.8808941356015916
2017-01-09 03:00:00,899.0,899.0,894.47,898.84,146.53,131656.46,898.51,-0.01668539138366136
2017-01-09 04:00:00,898.79,898.99,887.51,898.92,217.48,194390.3,893.85,0.008900360464590721
2017-01-09 05:00:00,898.83,901.22,896.66,901.02,242.39,217907.76,898.99,0.23361366973702027
2017-01-09 06:00:00,901.02,901.98,898.99,899.21,92.81,83623.32,900.97,-0.20088344320880175
2017-01-09 07:00:00,899.21,899.37,889.0,891.77,128.33,114928.66,895.58,-0.8273929337974505
2017-01-09 08:00:00,891.79,896.0,890.0,896.0,172.85,154205.73,892.13,0.474337553405028
2017-01-09 09:00:00,896.0,896.0,886.42,890.09,111.81,99484.83,889.74,-0.6595982142857107
2017-01-09 10:00:00,889.09,908.05,889.02,906.72,425.07,383326.81,901.79,1.8683503915334398
2017-01-09 11:00:00,906.72,908.04,903.38,908.0,130.69,118497.2,906.71,0.14116816657843356
2017-01-09 12:00:00,908.0,908.0,904.56,905.12,134.15,121742.16,907.53,-0.31718061674008763
2017-01-09 13:00:00,905.41,907.96,901.0,903.5,185.51,167994.13,905.56,-0.1789817924695073
2017-01-09 14:00:00,903.5,906.83,901.01,903.01,155.65,140624.21,903.47,-0.05423353624792575
2017-01-09 15:00:00,903.25,904.0,901.36,901.59,213.22,192493.3,902.77,-0.1572518576759902
2017-01-09 16:00:00,901.28,902.49,892.14,893.91,371.36,333362.35,897.69,-0.8518284364289825
2017-01-09 17:00:00,893.02,896.0,890.42,894.91,225.07,201296.34,894.39,0.11186808515398641
2017-01-09 18:00:00,894.91,895.98,890.01,894.0,316.98,283003.01,892.8,-0.1016862030818706
2017-01-09 19:00:00,893.99,895.0,892.96,895.0,245.3,219428.63,894.51,0.11185682326621924
2017-01-09 20:00:00,894.99,899.54,894.99,897.35,274.94,246817.17,897.73,0.2625698324022372
2017-01-09 21:00:00,898.98,902.0,897.02,902.0,201.41,181288.89,900.11,0.5181924555636014
2017-01-09 22:00:00,901.99,903.95,897.92,903.95,281.58,253543.21,900.43,0.21618625277162368
2017-01-09 23:00:00,903.43,906.96,894.41,902.66,475.85,428418.05,900.32,-0.14270700813098924
2017-01-10 00:00:00,902.66,905.99,900.66,905.99,267.94,242173.75,903.85,0.3689096669842511
2017-01-10 01:00:00,905.98,913.99,905.98,910.52,358.41,326316.17,910.46,0.5000055188247081
2017-01-10 02:00:00,910.32,911.8,910.0,911.8,109.92,100131.22,910.96,0.14057900979659674
2017-01-10 03:00:00,911.08,912.0,903.15,906.95,330.74,300488.52,908.54,-0.5319148936170113
2017-01-10 04:00:00,906.92,907.56,900.99,903.51,273.15,246973.59,904.18,-0.3792932355697728
2017-01-10 05:00:00,903.87,905.7,900.01,900.42,191.65,173008.04,902.73,-0.34199953514626646
2017-01-10 06:00:00,900.97,907.55,900.0,903.13,141.65,127980.57,903.48,0.30097065813731777
2017-01-10 07:00:00,903.14,906.96,900.15,904.03,146.58,132429.36,903.46,0.09965342752427417
2017-01-10 08:00:00,904.02,909.01,904.02,908.97,140.97,128042.94,908.29,0.5464420428525663
2017-01-10 09:00:00,909.0,915.0,908.97,914.21,144.44,131790.79,912.41,0.5764766713972969
2017-01-10 10:00:00,914.61,915.1,912.93,914.95,175.16,160233.87,914.78,0.08094420319182782
2017-01-10 11:00:00,915.1,915.1,904.02,908.94,122.64,111693.01,910.74,-0.6568664954369081
2017-01-10 12:00:00,908.94,912.17,905.14,910.99,145.11,131869.49,908.77,0.22553743921490463
2017-01-10 13:00:00,910.61,913.13,907.52,909.09,179.54,163511.09,910.7,-0.2085643091581661
2017-01-10 14:00:00,909.09,910.88,900.31,902.2,377.02,341426.41,905.59,-0.7579007579007564
2017-01-10 15:00:00,901.93,904.85,900.35,902.82,338.69,305745.2,902.72,0.06872090445577528
2017-01-10 16:00:00,903.82,904.99,901.74,904.51,355.53,321357.58,903.88,0.18719124520944827
2017-01-10 17:00:00,903.85,904.9,899.4,904.85,446.78,403229.05,902.53,0.03758941305237441
2017-01-10 18:00:00,904.85,904.99,899.01,904.49,512.06,462284.56,902.79,-0.03978559982317662
2017-01-10 19:00:00,903.77,905.2,901.26,902.08,400.93,362265.5,903.57,-0.26644849583742974
2017-01-10 20:00:00,902.1,906.8,902.1,906.69,589.53,533634.35,905.18,0.5110411493437405
2017-01-10 21:00:00,906.69,912.0,906.68,910.8,522.8,475142.55,908.84,0.45329715779372215
2017-01-10 22:00:00,909.71,911.67,904.66,907.26,416.84,378934.54,909.07,-0.38866930171277597
2017-01-10 23:00:00,907.43,910.17,902.1,907.0,537.96,487859.96,906.87,-0.028657716641314605
2017-01-11 00:00:00,906.81,909.6,899.1,906.02,532.73,482237.32,905.21,-0.10804851157662823
2017-01-11 01:00:00,906.99,912.0,905.79,911.4,399.31,363303.26,909.82,0.5938058762499719
2017-01-11 02:00:00,911.45,914.99,908.14,911.86,312.65,285300.26,912.52,0.050471801623879355
2017-01-11 03:00:00,912.1,912.87,909.59,912.45,191.32,174369.33,911.39,0.06470291492115367
2017-01-11 04:00:00,912.45,913.0,910.57,912.97,153.61,140166.03,912.45,0.05698942407802968
2017-01-11 05:00:00,912.95,921.0,912.85,920.94,377.23,346084.88,917.45,0.8729750156084018
2017-01-11 06:00:00,921.0,923.98,915.79,916.0,286.66,264188.01,921.61,-0.5364084522335933
2017-01-11 07:00:00,916.0,917.58,914.0,916.22,213.97,196001.06,916.01,0.024017467248911274
2017-01-11 08:00:00,916.06,918.0,914.51,917.7,137.3,125830.46,916.45,0.1615332562048436
2017-01-11 09:00:00,917.47,917.67,850.0,869.9,2144.67,1883858.97,878.39,-5.208673858559449
2017-01-11 10:00:00,869.9,880.1,861.01,872.86,570.21,497503.72,872.49,0.3402689964363762
2017-01-11 11:00:00,872.81,874.97,835.0,846.92,1094.33,931520.37,851.22,-2.971839699379059
2017-01-11 12:00:00,846.88,846.88,788.88,815.76,1942.54,1586730.07,816.83,-3.679214093420863
2017-01-11 13:00:00,815.76,828.0,792.58,822.04,1476.21,1198742.21,812.04,0.7698342649798927
2017-01-11 14:00:00,822.01,825.66,800.0,811.96,1127.23,915671.29,812.32,-1.2262177023015823
2017-01-11 15:00:00,811.91,824.64,802.8,805.02,918.38,743512.29,809.59,-0.8547219074831339
2017-01-11 16:00:00,805.5,818.64,801.01,816.03,1180.21,952416.7,806.99,1.367667884027725
2017-01-11 17:00:00,815.0,815.0,765.0,770.75,2164.11,1695514.26,783.47,-5.548815607269337
2017-01-11 18:00:00,770.75,790.0,770.72,787.26,1259.81,985635.05,782.37,2.142069412909503
2017-01-11 19:00:00,787.27,813.0,784.3,809.51,891.61,713111.52,799.8,2.8262581612173867
2017-01-11 20:00:00,808.49,813.0,787.58,793.04,738.72,594034.33,804.14,-2.0345641190349752
2017-01-11 21:00:00,793.01,802.23,787.0,791.04,449.22,356272.35,793.1,-0.2521940885705639
